Filename,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
/home/krishna_warrior/Desktop/dataset/00041/00005_00003.ppm,27,26,5,5,22,21,41
/home/krishna_warrior/Desktop/dataset/00041/00005_00004.ppm,27,27,5,6,22,22,41
/home/krishna_warrior/Desktop/dataset/00041/00005_00005.ppm,28,26,6,5,23,21,41
/home/krishna_warrior/Desktop/dataset/00041/00005_00006.ppm,29,28,6,5,24,22,41
/home/krishna_warrior/Desktop/dataset/00041/00006_00000.ppm,26,27,6,5,21,21,41
/home/krishna_warrior/Desktop/dataset/00041/00006_00001.ppm,28,27,6,5,22,22,41
/home/krishna_warrior/Desktop/dataset/00041/00006_00002.ppm,27,28,5,6,21,23,41
/home/krishna_warrior/Desktop/dataset/00041/00006_00003.ppm,28,29,6,6,23,24,41
/home/krishna_warrior/Desktop/dataset/00041/00006_00004.ppm,28,29,5,6,23,24,41
/home/krishna_warrior/Desktop/dataset/00041/00006_00005.ppm,28,28,5,5,23,23,41
/home/krishna_warrior/Desktop/dataset/00041/00006_00006.ppm,30,30,6,6,25,25,41
/home/krishna_warrior/Desktop/dataset/00041/00007_00000.ppm,33,32,6,5,28,27,41
/home/krishna_warrior/Desktop/dataset/00041/00007_00001.ppm,33,33,6,6,28,28,41
/home/krishna_warrior/Desktop/dataset/00041/00007_00002.ppm,33,34,5,6,28,29,41
/home/krishna_warrior/Desktop/dataset/00041/00007_00003.ppm,34,34,5,6,28,29,41
/home/krishna_warrior/Desktop/dataset/00041/00007_00004.ppm,35,35,6,6,29,29,41
/home/krishna_warrior/Desktop/dataset/00041/00007_00005.ppm,34,34,5,5,29,29,41
/home/krishna_warrior/Desktop/dataset/00041/00007_00006.ppm,36,35,5,5,30,30,41
/home/krishna_warrior/Desktop/dataset/00006/00000_00000.ppm,29,30,5,5,24,25,6
/home/krishna_warrior/Desktop/dataset/00006/00000_00001.ppm,30,30,6,5,25,25,6
/home/krishna_warrior/Desktop/dataset/00006/00000_00002.ppm,32,32,6,5,27,27,6
/home/krishna_warrior/Desktop/dataset/00006/00000_00003.ppm,32,32,6,5,27,27,6
/home/krishna_warrior/Desktop/dataset/00006/00000_00004.ppm,32,33,5,5,27,28,6
/home/krishna_warrior/Desktop/dataset/00006/00000_00005.ppm,32,33,5,5,27,28,6
/home/krishna_warrior/Desktop/dataset/00006/00001_00000.ppm,30,31,6,6,25,26,6
/home/krishna_warrior/Desktop/dataset/00006/00001_00001.ppm,31,31,6,5,26,26,6
/home/krishna_warrior/Desktop/dataset/00006/00001_00002.ppm,31,31,6,5,26,26,6
/home/krishna_warrior/Desktop/dataset/00006/00001_00003.ppm,31,33,5,6,26,28,6
/home/krishna_warrior/Desktop/dataset/00006/00001_00004.ppm,32,33,5,5,27,28,6
/home/krishna_warrior/Desktop/dataset/00006/00001_00005.ppm,33,34,5,5,28,29,6
/home/krishna_warrior/Desktop/dataset/00006/00002_00000.ppm,27,29,5,5,22,24,6
/home/krishna_warrior/Desktop/dataset/00006/00002_00001.ppm,28,30,6,6,23,25,6
/home/krishna_warrior/Desktop/dataset/00006/00002_00002.ppm,28,31,5,6,23,26,6
/home/krishna_warrior/Desktop/dataset/00006/00002_00003.ppm,30,32,6,6,25,27,6
/home/krishna_warrior/Desktop/dataset/00006/00002_00004.ppm,30,33,5,6,25,28,6
/home/krishna_warrior/Desktop/dataset/00006/00002_00005.ppm,32,33,6,6,27,28,6
/home/krishna_warrior/Desktop/dataset/00006/00003_00000.ppm,29,28,6,6,24,23,6
/home/krishna_warrior/Desktop/dataset/00006/00003_00001.ppm,29,31,5,6,24,26,6
/home/krishna_warrior/Desktop/dataset/00006/00003_00002.ppm,29,31,5,6,24,26,6
/home/krishna_warrior/Desktop/dataset/00006/00003_00003.ppm,30,32,5,5,25,27,6
/home/krishna_warrior/Desktop/dataset/00006/00003_00004.ppm,31,33,5,5,26,28,6
/home/krishna_warrior/Desktop/dataset/00006/00003_00005.ppm,31,34,5,6,26,29,6
/home/krishna_warrior/Desktop/dataset/00006/00004_00000.ppm,29,29,5,5,24,24,6
/home/krishna_warrior/Desktop/dataset/00006/00004_00001.ppm,31,30,6,5,26,25,6
/home/krishna_warrior/Desktop/dataset/00006/00004_00002.ppm,31,31,6,6,26,26,6
/home/krishna_warrior/Desktop/dataset/00006/00004_00003.ppm,31,32,6,6,26,27,6
/home/krishna_warrior/Desktop/dataset/00006/00004_00004.ppm,32,33,6,6,27,28,6
/home/krishna_warrior/Desktop/dataset/00006/00004_00005.ppm,33,34,6,6,28,29,6
/home/krishna_warrior/Desktop/dataset/00006/00005_00000.ppm,26,26,5,5,20,21,6
/home/krishna_warrior/Desktop/dataset/00006/00005_00001.ppm,26,28,6,6,21,23,6
/home/krishna_warrior/Desktop/dataset/00006/00005_00002.ppm,26,28,5,6,20,23,6
/home/krishna_warrior/Desktop/dataset/00006/00005_00003.ppm,27,28,6,5,22,23,6
/home/krishna_warrior/Desktop/dataset/00006/00005_00004.ppm,26,29,5,6,21,24,6
/home/krishna_warrior/Desktop/dataset/00006/00005_00005.ppm,28,29,6,5,23,24,6
/home/krishna_warrior/Desktop/dataset/00006/00006_00000.ppm,26,27,5,5,20,21,6
/home/krishna_warrior/Desktop/dataset/00006/00006_00001.ppm,26,27,5,5,21,22,6
/home/krishna_warrior/Desktop/dataset/00006/00006_00002.ppm,26,29,5,6,21,23,6
/home/krishna_warrior/Desktop/dataset/00006/00006_00003.ppm,27,29,5,6,22,24,6
/home/krishna_warrior/Desktop/dataset/00006/00006_00004.ppm,28,29,6,5,23,23,6
/home/krishna_warrior/Desktop/dataset/00006/00006_00005.ppm,29,29,6,5,24,24,6
/home/krishna_warrior/Desktop/dataset/00006/00007_00000.ppm,26,28,5,6,20,22,6
/home/krishna_warrior/Desktop/dataset/00006/00007_00001.ppm,27,27,6,5,21,21,6
/home/krishna_warrior/Desktop/dataset/00006/00007_00002.ppm,26,28,5,6,21,23,6
/home/krishna_warrior/Desktop/dataset/00006/00007_00003.ppm,27,29,6,6,22,23,6
/home/krishna_warrior/Desktop/dataset/00006/00007_00004.ppm,26,29,5,6,21,23,6
/home/krishna_warrior/Desktop/dataset/00006/00007_00005.ppm,28,29,6,6,23,24,6
/home/krishna_warrior/Desktop/dataset/00006/00008_00000.ppm,25,27,5,5,20,22,6
/home/krishna_warrior/Desktop/dataset/00006/00008_00001.ppm,26,28,5,6,20,23,6
/home/krishna_warrior/Desktop/dataset/00006/00008_00002.ppm,27,28,6,5,22,23,6
/home/krishna_warrior/Desktop/dataset/00006/00008_00003.ppm,26,29,5,6,21,24,6
/home/krishna_warrior/Desktop/dataset/00006/00008_00004.ppm,28,29,6,5,22,23,6
/home/krishna_warrior/Desktop/dataset/00006/00008_00005.ppm,27,29,5,5,22,24,6
/home/krishna_warrior/Desktop/dataset/00004/00000_00000.ppm,39,40,5,6,34,35,4
/home/krishna_warrior/Desktop/dataset/00004/00000_00001.ppm,43,44,5,6,38,39,4
/home/krishna_warrior/Desktop/dataset/00004/00000_00002.ppm,43,44,5,6,38,39,4
/home/krishna_warrior/Desktop/dataset/00004/00000_00003.ppm,44,43,6,5,39,38,4
/home/krishna_warrior/Desktop/dataset/00004/00000_00004.ppm,43,43,5,5,38,38,4
/home/krishna_warrior/Desktop/dataset/00004/00000_00005.ppm,44,44,5,5,39,39,4
/home/krishna_warrior/Desktop/dataset/00004/00001_00000.ppm,38,39,5,6,33,34,4
/home/krishna_warrior/Desktop/dataset/00004/00001_00001.ppm,39,40,5,6,34,35,4
/home/krishna_warrior/Desktop/dataset/00004/00001_00002.ppm,39,39,6,6,34,34,4
/home/krishna_warrior/Desktop/dataset/00004/00001_00003.ppm,40,42,5,5,35,37,4
/home/krishna_warrior/Desktop/dataset/00004/00001_00004.ppm,42,42,6,6,37,37,4
/home/krishna_warrior/Desktop/dataset/00004/00001_00005.ppm,42,42,5,5,37,37,4
/home/krishna_warrior/Desktop/dataset/00004/00002_00000.ppm,33,32,6,5,28,27,4
/home/krishna_warrior/Desktop/dataset/00004/00002_00001.ppm,34,32,6,5,28,27,4
/home/krishna_warrior/Desktop/dataset/00004/00002_00002.ppm,33,34,5,6,28,29,4
/home/krishna_warrior/Desktop/dataset/00004/00002_00003.ppm,34,33,6,5,29,28,4
/home/krishna_warrior/Desktop/dataset/00004/00002_00004.ppm,34,33,6,5,29,28,4
/home/krishna_warrior/Desktop/dataset/00004/00002_00005.ppm,33,33,5,5,28,28,4
/home/krishna_warrior/Desktop/dataset/00004/00003_00000.ppm,29,27,6,5,24,22,4
/home/krishna_warrior/Desktop/dataset/00004/00003_00001.ppm,28,28,5,5,23,23,4
/home/krishna_warrior/Desktop/dataset/00004/00003_00002.ppm,29,28,6,5,24,23,4
/home/krishna_warrior/Desktop/dataset/00004/00003_00003.ppm,28,28,5,5,23,23,4
/home/krishna_warrior/Desktop/dataset/00004/00003_00004.ppm,31,30,6,6,25,25,4
/home/krishna_warrior/Desktop/dataset/00004/00003_00005.ppm,31,30,5,5,25,25,4
/home/krishna_warrior/Desktop/dataset/00004/00004_00000.ppm,44,43,6,5,39,38,4
/home/krishna_warrior/Desktop/dataset/00004/00004_00001.ppm,45,43,6,5,39,38,4
/home/krishna_warrior/Desktop/dataset/00004/00004_00002.ppm,44,44,5,5,39,39,4
/home/krishna_warrior/Desktop/dataset/00004/00004_00003.ppm,46,45,6,5,41,40,4
/home/krishna_warrior/Desktop/dataset/00004/00004_00004.ppm,46,46,5,5,41,41,4
/home/krishna_warrior/Desktop/dataset/00004/00004_00005.ppm,48,48,6,6,43,43,4
/home/krishna_warrior/Desktop/dataset/00004/00005_00000.ppm,43,42,6,5,38,37,4
/home/krishna_warrior/Desktop/dataset/00004/00005_00001.ppm,44,42,6,5,38,37,4
/home/krishna_warrior/Desktop/dataset/00004/00005_00002.ppm,45,43,6,5,39,38,4
/home/krishna_warrior/Desktop/dataset/00004/00005_00003.ppm,44,44,5,5,39,39,4
/home/krishna_warrior/Desktop/dataset/00004/00005_00004.ppm,46,45,6,5,41,40,4
/home/krishna_warrior/Desktop/dataset/00004/00005_00005.ppm,46,47,5,6,41,42,4
/home/krishna_warrior/Desktop/dataset/00004/00006_00000.ppm,28,28,6,6,23,23,4
/home/krishna_warrior/Desktop/dataset/00004/00006_00001.ppm,28,30,5,6,23,24,4
/home/krishna_warrior/Desktop/dataset/00004/00006_00002.ppm,29,30,5,6,24,25,4
/home/krishna_warrior/Desktop/dataset/00004/00006_00003.ppm,30,31,5,6,25,26,4
/home/krishna_warrior/Desktop/dataset/00004/00006_00004.ppm,30,32,5,6,25,26,4
/home/krishna_warrior/Desktop/dataset/00004/00006_00005.ppm,31,32,5,6,26,27,4
/home/krishna_warrior/Desktop/dataset/00004/00007_00000.ppm,29,29,6,5,24,24,4
/home/krishna_warrior/Desktop/dataset/00004/00007_00001.ppm,29,30,6,6,24,25,4
/home/krishna_warrior/Desktop/dataset/00004/00007_00002.ppm,30,29,6,5,25,24,4
/home/krishna_warrior/Desktop/dataset/00004/00007_00003.ppm,30,30,5,5,25,25,4
/home/krishna_warrior/Desktop/dataset/00004/00007_00004.ppm,30,32,5,6,25,26,4
/home/krishna_warrior/Desktop/dataset/00004/00007_00005.ppm,31,31,5,5,26,26,4
/home/krishna_warrior/Desktop/dataset/00004/00008_00000.ppm,27,26,6,5,22,21,4
/home/krishna_warrior/Desktop/dataset/00004/00008_00001.ppm,27,27,6,6,22,22,4
/home/krishna_warrior/Desktop/dataset/00004/00008_00002.ppm,28,27,6,5,23,22,4
/home/krishna_warrior/Desktop/dataset/00004/00008_00003.ppm,29,29,5,5,23,24,4
/home/krishna_warrior/Desktop/dataset/00004/00008_00004.ppm,30,31,6,6,25,26,4
/home/krishna_warrior/Desktop/dataset/00004/00008_00005.ppm,31,31,6,6,25,26,4
/home/krishna_warrior/Desktop/dataset/00002/00000_00000.ppm,35,30,6,5,30,25,2
/home/krishna_warrior/Desktop/dataset/00002/00000_00001.ppm,35,31,5,5,30,26,2
/home/krishna_warrior/Desktop/dataset/00002/00000_00002.ppm,35,31,5,5,30,26,2
/home/krishna_warrior/Desktop/dataset/00002/00000_00003.ppm,37,33,6,6,32,28,2
/home/krishna_warrior/Desktop/dataset/00002/00000_00004.ppm,37,33,6,6,32,28,2
/home/krishna_warrior/Desktop/dataset/00002/00000_00005.ppm,37,33,6,6,32,28,2
/home/krishna_warrior/Desktop/dataset/00002/00001_00000.ppm,27,27,6,6,21,21,2
/home/krishna_warrior/Desktop/dataset/00002/00001_00001.ppm,27,27,6,6,22,22,2
/home/krishna_warrior/Desktop/dataset/00002/00001_00002.ppm,28,28,6,6,23,23,2
/home/krishna_warrior/Desktop/dataset/00002/00001_00003.ppm,27,28,6,5,22,23,2
/home/krishna_warrior/Desktop/dataset/00002/00001_00004.ppm,27,29,5,6,21,24,2
/home/krishna_warrior/Desktop/dataset/00002/00001_00005.ppm,29,29,6,6,23,24,2
/home/krishna_warrior/Desktop/dataset/00002/00002_00000.ppm,27,28,6,6,22,23,2
/home/krishna_warrior/Desktop/dataset/00002/00002_00001.ppm,26,27,5,5,21,22,2
/home/krishna_warrior/Desktop/dataset/00002/00002_00002.ppm,27,27,6,6,22,22,2
/home/krishna_warrior/Desktop/dataset/00002/00002_00003.ppm,29,28,6,6,24,23,2
/home/krishna_warrior/Desktop/dataset/00002/00002_00004.ppm,29,28,6,5,24,22,2
/home/krishna_warrior/Desktop/dataset/00002/00002_00005.ppm,28,28,5,5,23,23,2
/home/krishna_warrior/Desktop/dataset/00002/00003_00000.ppm,49,49,6,6,44,44,2
/home/krishna_warrior/Desktop/dataset/00002/00003_00001.ppm,49,49,6,6,44,44,2
/home/krishna_warrior/Desktop/dataset/00002/00003_00002.ppm,50,49,6,6,45,44,2
/home/krishna_warrior/Desktop/dataset/00002/00003_00003.ppm,50,49,6,6,45,44,2
/home/krishna_warrior/Desktop/dataset/00002/00003_00004.ppm,50,49,6,6,45,44,2
/home/krishna_warrior/Desktop/dataset/00002/00003_00005.ppm,51,50,5,5,45,44,2
/home/krishna_warrior/Desktop/dataset/00002/00004_00000.ppm,29,29,6,5,24,24,2
/home/krishna_warrior/Desktop/dataset/00002/00004_00001.ppm,30,30,6,6,24,25,2
/home/krishna_warrior/Desktop/dataset/00002/00004_00002.ppm,30,31,6,6,25,26,2
/home/krishna_warrior/Desktop/dataset/00002/00004_00003.ppm,30,31,6,6,25,26,2
/home/krishna_warrior/Desktop/dataset/00002/00004_00004.ppm,31,32,6,6,26,27,2
/home/krishna_warrior/Desktop/dataset/00002/00004_00005.ppm,31,32,5,5,25,26,2
/home/krishna_warrior/Desktop/dataset/00002/00005_00000.ppm,28,30,5,6,23,25,2
/home/krishna_warrior/Desktop/dataset/00002/00005_00001.ppm,30,30,6,6,25,25,2
/home/krishna_warrior/Desktop/dataset/00002/00005_00002.ppm,29,30,5,5,24,25,2
/home/krishna_warrior/Desktop/dataset/00002/00005_00003.ppm,31,30,6,5,26,25,2
/home/krishna_warrior/Desktop/dataset/00002/00005_00004.ppm,31,32,6,6,26,26,2
/home/krishna_warrior/Desktop/dataset/00002/00005_00005.ppm,32,32,6,6,27,27,2
/home/krishna_warrior/Desktop/dataset/00002/00006_00000.ppm,25,27,5,6,20,21,2
/home/krishna_warrior/Desktop/dataset/00002/00006_00001.ppm,26,27,5,6,21,22,2
/home/krishna_warrior/Desktop/dataset/00002/00006_00002.ppm,27,27,5,5,22,22,2
/home/krishna_warrior/Desktop/dataset/00002/00006_00003.ppm,27,28,5,6,22,23,2
/home/krishna_warrior/Desktop/dataset/00002/00006_00004.ppm,27,27,5,5,22,22,2
/home/krishna_warrior/Desktop/dataset/00002/00006_00005.ppm,28,28,5,5,22,22,2
/home/krishna_warrior/Desktop/dataset/00002/00007_00000.ppm,35,33,6,5,30,28,2
/home/krishna_warrior/Desktop/dataset/00002/00007_00001.ppm,34,33,5,5,29,28,2
/home/krishna_warrior/Desktop/dataset/00002/00007_00002.ppm,34,33,5,5,29,28,2
/home/krishna_warrior/Desktop/dataset/00002/00007_00003.ppm,35,34,5,5,30,29,2
/home/krishna_warrior/Desktop/dataset/00002/00007_00004.ppm,37,35,6,5,31,29,2
/home/krishna_warrior/Desktop/dataset/00002/00007_00005.ppm,37,35,5,5,31,30,2
/home/krishna_warrior/Desktop/dataset/00002/00008_00000.ppm,26,27,5,5,20,21,2
/home/krishna_warrior/Desktop/dataset/00002/00008_00001.ppm,28,27,6,5,22,22,2
/home/krishna_warrior/Desktop/dataset/00002/00008_00002.ppm,28,29,6,6,23,24,2
/home/krishna_warrior/Desktop/dataset/00002/00008_00003.ppm,28,30,5,6,23,25,2
/home/krishna_warrior/Desktop/dataset/00002/00008_00004.ppm,28,30,5,6,23,25,2
/home/krishna_warrior/Desktop/dataset/00002/00008_00005.ppm,30,30,6,5,24,24,2
/home/krishna_warrior/Desktop/dataset/00029/00000_00000.ppm,27,36,6,5,21,30,29
/home/krishna_warrior/Desktop/dataset/00029/00000_00001.ppm,27,37,6,5,22,32,29
/home/krishna_warrior/Desktop/dataset/00029/00000_00002.ppm,29,39,5,6,24,34,29
/home/krishna_warrior/Desktop/dataset/00029/00000_00003.ppm,31,40,5,6,26,35,29
/home/krishna_warrior/Desktop/dataset/00029/00000_00004.ppm,31,41,5,6,26,36,29
/home/krishna_warrior/Desktop/dataset/00029/00000_00005.ppm,32,42,6,5,27,37,29
/home/krishna_warrior/Desktop/dataset/00029/00001_00000.ppm,36,34,5,6,31,29,29
/home/krishna_warrior/Desktop/dataset/00029/00001_00001.ppm,37,34,6,6,32,29,29
/home/krishna_warrior/Desktop/dataset/00029/00001_00002.ppm,38,34,5,5,32,29,29
/home/krishna_warrior/Desktop/dataset/00029/00001_00003.ppm,40,35,6,5,34,30,29
/home/krishna_warrior/Desktop/dataset/00029/00001_00004.ppm,40,37,6,6,35,32,29
/home/krishna_warrior/Desktop/dataset/00029/00001_00005.ppm,40,37,6,6,35,32,29
/home/krishna_warrior/Desktop/dataset/00029/00002_00000.ppm,38,35,6,6,33,30,29
/home/krishna_warrior/Desktop/dataset/00029/00002_00001.ppm,38,35,6,6,33,30,29
/home/krishna_warrior/Desktop/dataset/00029/00002_00002.ppm,36,34,5,5,31,29,29
/home/krishna_warrior/Desktop/dataset/00029/00002_00003.ppm,38,36,5,5,33,31,29
/home/krishna_warrior/Desktop/dataset/00029/00002_00004.ppm,39,38,5,6,34,33,29
/home/krishna_warrior/Desktop/dataset/00029/00002_00005.ppm,41,38,6,5,36,33,29
/home/krishna_warrior/Desktop/dataset/00029/00003_00000.ppm,43,37,6,6,38,32,29
/home/krishna_warrior/Desktop/dataset/00029/00003_00001.ppm,44,37,6,5,39,31,29
/home/krishna_warrior/Desktop/dataset/00029/00003_00002.ppm,45,38,6,6,40,32,29
/home/krishna_warrior/Desktop/dataset/00029/00003_00003.ppm,44,37,5,6,39,32,29
/home/krishna_warrior/Desktop/dataset/00029/00003_00004.ppm,44,39,5,6,39,34,29
